"country","year","UNSD_treat","UNSD_con"
"Jamaica",2004,-9999,-9999
"Jamaica",2005,-9999,-9999
"Jamaica",2006,-9999,-9999
"Jamaica",2007,-9999,-9999
"Jamaica",2008,-9999,-9999
"Jamaica",2009,-9999,-9999
"Japan",1990,44,-8888
"Japan",1995,54,-8888
"Japan",1996,-9999,-9999
"Japan",1997,-9999,-9999
"Japan",1998,-9999,-9999
"Japan",1999,-9999,-9999
"Japan",2000,-9999,-9999
"Japan",2001,64,64
"Japan",2002,-9999,-9999
"Japan",2003,67,67
"Japan",2004,-9999,-9999
"Japan",2005,-9999,-9999
"Japan",2006,-9999,-9999
"Japan",2007,-9999,-9999
"Japan",2008,-9999,-9999
"Japan",2009,-9999,-9999
"Jordan",1990,-9999,-9999
"Jordan",1995,-9999,-9999
"Jordan",1996,-9999,-9999
"Jordan",1997,-9999,-9999
"Jordan",1998,-9999,-9999
"Jordan",1999,-9999,-9999
"Jordan",2000,-9999,-9999
"Jordan",2001,-9999,-9999
"Jordan",2002,-9999,-9999
"Jordan",2003,-8888,97.7
"Jordan",2004,-8888,97.7
"Jordan",2005,-9999,-9999
"Jordan",2006,61,61
"Jordan",2007,-9999,-9999
"Jordan",2008,-9999,-9999
"Jordan",2009,-9999,-9999
"Kazakhstan",1990,-9999,-9999
"Kazakhstan",1995,-9999,-9999
"Kazakhstan",1996,-9999,-9999
"Kazakhstan",1997,-9999,-9999
"Kazakhstan",1998,-9999,-9999
"Kazakhstan",1999,-9999,-9999
"Kazakhstan",2000,-9999,-9999
"Kazakhstan",2001,-9999,-9999
"Kazakhstan",2002,-9999,-9999
"Kazakhstan",2003,-9999,-9999
"Kazakhstan",2004,-9999,-9999
"Kazakhstan",2005,-9999,-9999
"Kazakhstan",2006,-9999,-9999
"Kazakhstan",2007,-9999,-9999
"Kazakhstan",2008,-9999,-9999
"Kazakhstan",2009,-9999,-9999
"Kenya",1990,4.9,4.9
"Kenya",1995,4.9,4.9
"Kenya",1996,4.9,4.9
"Kenya",1997,4.9,4.9
"Kenya",1998,4.9,4.9
"Kenya",1999,4.9,4.9
"Kenya",2000,4.9,4.9
"Kenya",2001,4.9,4.9
"Kenya",2002,4.9,4.9
"Kenya",2003,4.9,4.9
"Kenya",2004,4.9,4.9
"Kenya",2005,4.9,4.9
"Kenya",2006,4.9,4.9
"Kenya",2007,4.9,4.9
"Kenya",2008,-9999,-9999
"Kenya",2009,-9999,-9999
"Kiribati",1990,-9999,-9999
"Kiribati",1995,-9999,-9999
"Kiribati",1996,-9999,-9999
"Kiribati",1997,-9999,-9999
"Kiribati",1998,-9999,-9999
"Kiribati",1999,-9999,-9999
"Kiribati",2000,-9999,-9999
"Kiribati",2001,-9999,-9999
"Kiribati",2002,-9999,-9999
"Kiribati",2003,-9999,-9999
"Kiribati",2004,-9999,-9999
"Kiribati",2005,-9999,-9999
"Kiribati",2006,-9999,-9999
"Kiribati",2007,-9999,-9999
"Kiribati",2008,-9999,-9999
"Kiribati",2009,-9999,-9999
"Kuwait",1990,-9999,-9999
"Kuwait",1995,-9999,-9999
"Kuwait",1996,-9999,-9999
"Kuwait",1997,-9999,-9999
"Kuwait",1998,-9999,-9999
"Kuwait",1999,-9999,-9999
"Kuwait",2000,-9999,-9999
"Kuwait",2001,-9999,-9999
"Kuwait",2002,-9999,-9999
"Kuwait",2003,-9999,-9999
"Kuwait",2004,-9999,-9999
"Kuwait",2005,-9999,-9999
"Kuwait",2006,-9999,-9999
"Kuwait",2007,-9999,-9999
"Kuwait",2008,-9999,-9999
"Kuwait",2009,-9999,-9999
"Kyrgyzstan",1990,-9999,-9999
"Kyrgyzstan",1995,-9999,-9999
"Kyrgyzstan",1996,-9999,-9999
"Kyrgyzstan",1997,-9999,-9999
"Kyrgyzstan",1998,-9999,-9999
"Kyrgyzstan",1999,-8888,23.1
"Kyrgyzstan",2000,-9999,-9999
"Kyrgyzstan",2001,-9999,-9999
"Kyrgyzstan",2002,-9999,-9999
"Kyrgyzstan",2003,-9999,-9999
"Kyrgyzstan",2004,-9999,-9999
"Kyrgyzstan",2005,-9999,-9999
"Kyrgyzstan",2006,-9999,-9999
"Kyrgyzstan",2007,-9999,-9999
"Kyrgyzstan",2008,-9999,-9999
"Kyrgyzstan",2009,-9999,-9999
"Laos",1990,-9999,-9999
"Laos",1995,-9999,-9999
"Laos",1996,-9999,-9999
"Laos",1997,-9999,-9999
"Laos",1998,-9999,-9999
"Laos",1999,-9999,-9999
"Laos",2000,-9999,-9999
"Laos",2001,-9999,-9999
"Laos",2002,-9999,-9999
"Laos",2003,-9999,-9999
"Laos",2004,-9999,-9999
"Laos",2005,-9999,-9999
"Laos",2006,-9999,-9999
"Laos",2007,-9999,-9999
"Laos",2008,-9999,-9999
"Laos",2009,-9999,-9999
"Latvia",1990,-9999,-9999
"Latvia",1995,-9999,-9999
"Latvia",1996,-9999,-9999
"Latvia",1997,-9999,-9999
"Latvia",1998,-9999,-9999
"Latvia",1999,-9999,-9999
"Latvia",2000,-9999,-9999
"Latvia",2001,-9999,-9999
"Latvia",2002,65,-8888
"Latvia",2003,70,-8888
"Latvia",2004,66,-8888
"Latvia",2005,66,-8888
"Latvia",2006,65,71
"Latvia",2007,65,71
"Latvia",2008,-9999,-9999
"Latvia",2009,-9999,-9999
"Lebanon",1990,-9999,-9999
"Lebanon",1995,-9999,-9999
"Lebanon",1996,-9999,-9999
"Lebanon",1997,-9999,-9999
"Lebanon",1998,-9999,-9999
"Lebanon",1999,-9999,-9999
"Lebanon",2000,-9999,-9999
"Lebanon",2001,-9999,-9999
"Lebanon",2002,-9999,-9999
"Lebanon",2003,-9999,-9999
"Lebanon",2004,-8888,67.4
"Lebanon",2005,-9999,-9999
"Lebanon",2006,-9999,-9999
"Lebanon",2007,-9999,-9999
"Lebanon",2008,-9999,-9999
"Lebanon",2009,-9999,-9999
"Lesotho",1990,-9999,-9999
"Lesotho",1995,-9999,-9999
"Lesotho",1996,-9999,-9999
"Lesotho",1997,-9999,-9999
"Lesotho",1998,-9999,-9999
"Lesotho",1999,-9999,-9999
"Lesotho",2000,-9999,-9999
"Lesotho",2001,-9999,-9999
"Lesotho",2002,-9999,-9999
"Lesotho",2003,-9999,-9999
"Lesotho",2004,-9999,-9999
"Lesotho",2005,-9999,-9999
"Lesotho",2006,-9999,-9999
"Lesotho",2007,-9999,-9999
"Lesotho",2008,-9999,-9999
"Lesotho",2009,-9999,-9999
"Liberia",1990,-9999,-9999
"Liberia",1995,-9999,-9999
"Liberia",1996,-9999,-9999
"Liberia",1997,-9999,-9999
"Liberia",1998,-9999,-9999
"Liberia",1999,-9999,-9999
"Liberia",2000,-9999,-9999
"Liberia",2001,-9999,-9999
"Liberia",2002,-9999,-9999
"Liberia",2003,-9999,-9999
"Liberia",2004,-9999,-9999
"Liberia",2005,-9999,-9999
"Liberia",2006,-9999,-9999
"Liberia",2007,-9999,-9999
"Liberia",2008,-9999,-9999
"Liberia",2009,-9999,-9999
"Libya",1990,-9999,-9999
"Libya",1995,-9999,-9999
"Libya",1996,-9999,-9999
"Libya",1997,-9999,-9999
"Libya",1998,-9999,-9999
"Libya",1999,-9999,-9999
"Libya",2000,-9999,-9999
"Libya",2001,-9999,-9999
"Libya",2002,-9999,-9999
"Libya",2003,-9999,-9999
"Libya",2004,-9999,-9999
"Libya",2005,-9999,-9999
"Libya",2006,-9999,-9999
"Libya",2007,-9999,-9999
"Libya",2008,-9999,-9999
"Libya",2009,-9999,-9999
"Liechtenstein",1990,-9999,-9999
"Liechtenstein",1995,-9999,-9999
"Liechtenstein",1996,-9999,-9999
"Liechtenstein",1997,-9999,-9999
"Liechtenstein",1998,-9999,-9999
"Liechtenstein",1999,-9999,-9999
"Liechtenstein",2000,-9999,-9999
"Liechtenstein",2001,-9999,-9999
"Liechtenstein",2002,-9999,-9999
"Liechtenstein",2003,-9999,-9999
"Liechtenstein",2004,-9999,-9999
"Liechtenstein",2005,-9999,-9999
"Liechtenstein",2006,-9999,-9999
"Liechtenstein",2007,-9999,-9999
"Liechtenstein",2008,-9999,-9999
"Liechtenstein",2009,-9999,-9999
"Lithuania",1990,-9999,-9999
"Lithuania",1995,-9999,-9999
"Lithuania",1996,-9999,-9999
"Lithuania",1997,-9999,-9999
"Lithuania",1998,-9999,-9999
"Lithuania",1999,-9999,-9999
"Lithuania",2000,-9999,-9999
"Lithuania",2001,-9999,-9999
"Lithuania",2002,57,71
"Lithuania",2003,59,73
"Lithuania",2004,-9999,-9999
"Lithuania",2005,69,70
"Lithuania",2006,69,62
"Lithuania",2007,69,62
"Lithuania",2008,70,62
"Lithuania",2009,71,62
"Luxembourg",1990,90,90
"Luxembourg",1995,88,88
"Luxembourg",1996,-9999,-9999
"Luxembourg",1997,-9999,-9999
"Luxembourg",1998,-9999,-9999
"Luxembourg",1999,93,93
"Luxembourg",2000,-9999,-9999
"Luxembourg",2001,-9999,-9999
"Luxembourg",2002,-9999,-9999
"Luxembourg",2003,95,95
"Luxembourg",2004,-9999,-9999
"Luxembourg",2005,-9999,-9999
"Luxembourg",2006,-9999,-9999
"Luxembourg",2007,-9999,-9999
"Luxembourg",2008,-9999,-9999
"Luxembourg",2009,-9999,-9999
"Macao",1990,-9999,-9999
"Macao",1995,-8888,99.9
"Macao",1996,-8888,99.9
"Macao",1997,-9999,-9999
"Macao",1998,-9999,-9999
"Macao",1999,-9999,-9999
"Macao",2000,-9999,-9999
"Macao",2001,-9999,-9999
"Macao",2002,-9999,-9999
"Macao",2003,-9999,-9999
"Macao",2004,-9999,-9999
"Macao",2005,-9999,-9999
"Macao",2006,-9999,-9999
"Macao",2007,-9999,-9999
"Macao",2008,-9999,-9999
"Macao",2009,-9999,-9999
"Macedonia",1990,5,43
"Macedonia",1995,5,45
"Macedonia",1996,-9999,-9999
"Macedonia",1997,-9999,-9999
"Macedonia",1998,-9999,-9999
"Macedonia",1999,5,49
"Macedonia",2000,5,49
"Macedonia",2001,6,-8888
"Macedonia",2002,6,-8888
"Macedonia",2003,6,-8888
"Macedonia",2004,6,-8888
"Macedonia",2005,6.5,-8888
"Macedonia",2006,7,-8888
"Macedonia",2007,7,-8888
"Macedonia",2008,7,-8888
"Macedonia",2009,-9999,-9999
"Madagascar",1990,0,-8888
"Madagascar",1995,0,-8888
"Madagascar",1996,-9999,-9999
"Madagascar",1997,-9999,-9999
"Madagascar",1998,-9999,-9999
"Madagascar",1999,0,-8888
"Madagascar",2000,0,-8888
"Madagascar",2001,0,-8888
"Madagascar",2002,0,-8888
"Madagascar",2003,0,-8888
"Madagascar",2004,0,-8888
"Madagascar",2005,0,-8888
"Madagascar",2006,-9999,-9999
"Madagascar",2007,-9999,-9999
"Madagascar",2008,-9999,-9999
"Madagascar",2009,-9999,-9999
"Malawi",1990,-9999,-9999
"Malawi",1995,-9999,-9999
"Malawi",1996,-9999,-9999
"Malawi",1997,-9999,-9999
"Malawi",1998,-9999,-9999
"Malawi",1999,-9999,-9999
"Malawi",2000,-9999,-9999
"Malawi",2001,-9999,-9999
"Malawi",2002,-9999,-9999
"Malawi",2003,-9999,-9999
"Malawi",2004,-9999,-9999
"Malawi",2005,-9999,-9999
"Malawi",2006,-9999,-9999
"Malawi",2007,-9999,-9999
"Malawi",2008,-9999,-9999
"Malawi",2009,-9999,-9999
"Malaysia",1990,-9999,-9999
"Malaysia",1995,-9999,-9999
"Malaysia",1996,-9999,-9999
"Malaysia",1997,-9999,-9999
"Malaysia",1998,-9999,-9999
"Malaysia",1999,-9999,-9999
"Malaysia",2000,-9999,-9999
"Malaysia",2001,-9999,-9999
"Malaysia",2002,-9999,-9999
"Malaysia",2003,-9999,-9999
"Malaysia",2004,-9999,-9999
"Malaysia",2005,-9999,-9999
"Malaysia",2006,-9999,-9999
"Malaysia",2007,-9999,-9999
"Malaysia",2008,-9999,-9999
"Malaysia",2009,-9999,-9999
"Maldives",1990,-9999,-9999
"Maldives",1995,-9999,-9999
"Maldives",1996,-9999,-9999
"Maldives",1997,-9999,-9999
"Maldives",1998,-9999,-9999
"Maldives",1999,-8888,100
"Maldives",2000,-8888,100
"Maldives",2001,-8888,100
"Maldives",2002,-8888,100
"Maldives",2003,-8888,100
"Maldives",2004,-8888,100
"Maldives",2005,-8888,100
"Maldives",2006,-9999,-9999
"Maldives",2007,-9999,-9999
"Maldives",2008,-9999,-9999
"Maldives",2009,-9999,-9999
"Mali",1990,-9999,-9999
"Mali",1995,-9999,-9999
"Mali",1996,-9999,-9999
"Mali",1997,-9999,-9999
"Mali",1998,-9999,-9999
"Mali",1999,-9999,-9999
"Mali",2000,-9999,-9999
"Mali",2001,-9999,-9999
"Mali",2002,-9999,-9999
"Mali",2003,-9999,-9999
"Mali",2004,-9999,-9999
"Mali",2005,-9999,-9999
"Mali",2006,-9999,-9999
"Mali",2007,-9999,-9999
"Mali",2008,-9999,-9999
"Mali",2009,-9999,-9999
"Malta",1990,13,100
"Malta",1995,13,100
"Malta",1996,13,100
"Malta",1997,13,100
"Malta",1998,13,100
"Malta",1999,13,100
"Malta",2000,36,98
"Malta",2001,36,98
"Malta",2002,36,98
"Malta",2003,36,98
"Malta",2004,36,98
"Malta",2005,36,98
"Malta",2006,36,98
"Malta",2007,35,98
"Malta",2008,42,98
"Malta",2009,48,98
"Marshall Islands",1990,0,-8888
"Marshall Islands",1995,0,-8888
"Marshall Islands",1996,0,-8888
"Marshall Islands",1997,0,-8888
"Marshall Islands",1998,0,-8888
"Marshall Islands",1999,0,-8888
"Marshall Islands",2000,0,-8888
"Marshall Islands",2001,0,-8888
"Marshall Islands",2002,0,-8888
"Marshall Islands",2003,0,-8888
"Marshall Islands",2004,0,-8888
"Marshall Islands",2005,0,-8888
"Marshall Islands",2006,0,-8888
"Marshall Islands",2007,0,43.3
"Marshall Islands",2008,-9999,-9999
"Marshall Islands",2009,-9999,-9999
"Martinique",1990,-9999,-9999
"Martinique",1995,-9999,-9999
"Martinique",1996,-9999,-9999
"Martinique",1997,-9999,-9999
"Martinique",1998,-9999,-9999
"Martinique",1999,-9999,-9999
"Martinique",2000,-9999,-9999
"Martinique",2001,44.3,44.5
"Martinique",2002,-9999,-9999
"Martinique",2003,-9999,-9999
"Martinique",2004,48.2,48.2
"Martinique",2005,-9999,-9999
"Martinique",2006,-9999,-9999
"Martinique",2007,-9999,-9999
"Martinique",2008,-9999,-9999
"Martinique",2009,-9999,-9999
"Mauritania",1990,-9999,-9999
"Mauritania",1995,-9999,-9999
"Mauritania",1996,-9999,-9999
"Mauritania",1997,-9999,-9999
"Mauritania",1998,-9999,-9999
"Mauritania",1999,-9999,-9999
"Mauritania",2000,-9999,-9999
"Mauritania",2001,-9999,-9999
"Mauritania",2002,-9999,-9999
"Mauritania",2003,-9999,-9999
"Mauritania",2004,-9999,-9999
"Mauritania",2005,-9999,-9999
"Mauritania",2006,-9999,-9999
"Mauritania",2007,-9999,-9999
"Mauritania",2008,-9999,-9999
"Mauritania",2009,-9999,-9999
"Mauritius",1990,10,10
"Mauritius",1995,10,10
"Mauritius",1996,10,10
"Mauritius",1997,10,10
"Mauritius",1998,10,10
"Mauritius",1999,15,15
"Mauritius",2000,20,20
"Mauritius",2001,20,20
"Mauritius",2002,20,20
"Mauritius",2003,22,22
"Mauritius",2004,23,23
"Mauritius",2005,23,23
"Mauritius",2006,25,25
"Mauritius",2007,25,25
"Mauritius",2008,-9999,-9999
"Mauritius",2009,-9999,-9999
"Mayotte",1990,-9999,-9999
"Mayotte",1995,-9999,-9999
"Mayotte",1996,-9999,-9999
"Mayotte",1997,-9999,-9999
"Mayotte",1998,-9999,-9999
"Mayotte",1999,-9999,-9999
"Mayotte",2000,-9999,-9999
"Mayotte",2001,-9999,-9999
"Mayotte",2002,-9999,-9999
"Mayotte",2003,-9999,-9999
"Mayotte",2004,-9999,-9999
"Mayotte",2005,-9999,-9999
"Mayotte",2006,-9999,-9999
"Mayotte",2007,-9999,-9999
"Mayotte",2008,-9999,-9999
"Mayotte",2009,-9999,-9999
"Mexico",1990,-9999,-9999
"Mexico",1995,-9999,-9999
"Mexico",1996,-9999,-9999
"Mexico",1997,-9999,-9999
"Mexico",1998,-9999,-9999
"Mexico",1999,-9999,-9999
"Mexico",2000,25.1,61.4
"Mexico",2001,-9999,-9999
"Mexico",2002,-9999,-9999
"Mexico",2003,-9999,-9999
"Mexico",2004,-9999,-9999
"Mexico",2005,35,67.6
"Mexico",2006,-9999,-9999
"Mexico",2007,-9999,-9999
"Mexico",2008,-9999,-9999
"Mexico",2009,-9999,-9999
"Micronesia",1990,-9999,-9999
"Micronesia",1995,-9999,-9999
"Micronesia",1996,-9999,-9999
"Micronesia",1997,-9999,-9999
"Micronesia",1998,-9999,-9999
"Micronesia",1999,-9999,-9999
"Micronesia",2000,-9999,-9999
"Micronesia",2001,-9999,-9999
"Micronesia",2002,-9999,-9999
"Micronesia",2003,-9999,-9999
"Micronesia",2004,-9999,-9999
"Micronesia",2005,-9999,-9999
"Micronesia",2006,-9999,-9999
"Micronesia",2007,-9999,-9999
"Micronesia",2008,-9999,-9999
"Micronesia",2009,-9999,-9999
"Moldova",1990,-9999,-9999
"Moldova",1995,-9999,-9999
"Moldova",1996,-9999,-9999
"Moldova",1997,-9999,-9999
"Moldova",1998,-9999,-9999
"Moldova",1999,53,53
"Moldova",2000,54,54
"Moldova",2001,57,57
"Moldova",2002,59,59
"Moldova",2003,57,57
"Moldova",2004,60,60
"Moldova",2005,-9999,-9999
"Moldova",2006,-9999,-9999
"Moldova",2007,-9999,-9999
"Moldova",2008,-9999,-9999
"Moldova",2009,-9999,-9999
"Monaco",1990,100,100
"Monaco",1995,100,100
"Monaco",1996,100,100
"Monaco",1997,100,100
"Monaco",1998,100,100
"Monaco",1999,100,100
"Monaco",2000,100,100
"Monaco",2001,100,100
"Monaco",2002,100,100
"Monaco",2003,100,100
"Monaco",2004,100,100
"Monaco",2005,100,100
"Monaco",2006,100,100
"Monaco",2007,100,100
"Monaco",2008,100,100
"Monaco",2009,100,100
"Mongolia",1990,-9999,-9999
"Mongolia",1995,-9999,-9999
"Mongolia",1996,-9999,-9999
"Mongolia",1997,-9999,-9999
"Mongolia",1998,-9999,-9999
"Mongolia",1999,-9999,-9999
"Mongolia",2000,-9999,-9999
"Mongolia",2001,-9999,-9999
"Mongolia",2002,-9999,-9999
"Mongolia",2003,-9999,-9999
"Mongolia",2004,-9999,-9999
"Mongolia",2005,-9999,-9999
"Mongolia",2006,-9999,-9999
"Mongolia",2007,-9999,-9999
"Mongolia",2008,-9999,-9999
"Mongolia",2009,-9999,-9999
"Montenegro",1990,-9999,-9999
"Montenegro",1995,-9999,-9999
"Montenegro",1996,-9999,-9999
"Montenegro",1997,-9999,-9999
"Montenegro",1998,-9999,-9999
"Montenegro",1999,-9999,-9999
"Montenegro",2000,-9999,-9999
"Montenegro",2001,-9999,-9999
"Montenegro",2002,-9999,-9999
"Montenegro",2003,-9999,-9999
"Montenegro",2004,-9999,-9999
"Montenegro",2005,-9999,-9999
"Montenegro",2006,-9999,-9999
"Montenegro",2007,-9999,-9999
"Montenegro",2008,-9999,-9999
"Montenegro",2009,-8888,35
"Montserrat",1990,-9999,-9999
"Montserrat",1995,-9999,-9999
"Montserrat",1996,-9999,-9999
"Montserrat",1997,-9999,-9999
"Montserrat",1998,-9999,-9999
"Montserrat",1999,-9999,-9999
"Montserrat",2000,-9999,-9999
"Montserrat",2001,-9999,-9999
"Montserrat",2002,-9999,-9999
"Montserrat",2003,-9999,-9999
"Montserrat",2004,-9999,-9999
"Montserrat",2005,-9999,-9999
"Montserrat",2006,-9999,-9999
"Montserrat",2007,-9999,-9999
"Montserrat",2008,-9999,-9999
"Montserrat",2009,-9999,-9999
"Morocco",1990,-9999,-9999
"Morocco",1995,-9999,-9999
"Morocco",1996,-9999,-9999
"Morocco",1997,-9999,-9999
"Morocco",1998,-9999,-9999
"Morocco",1999,-9999,-9999
"Morocco",2000,80,83.7
"Morocco",2001,-8888,85.2
"Morocco",2002,-9999,-9999
"Morocco",2003,-8888,86.4
"Morocco",2004,-8888,86.8
"Morocco",2005,-8888,87.2
"Morocco",2006,-9999,-9999
"Morocco",2007,-9999,-9999
"Morocco",2008,-9999,-9999
"Morocco",2009,-9999,-9999
"Mozambique",1990,-9999,-9999
"Mozambique",1995,-9999,-9999
"Mozambique",1996,-9999,-9999
"Mozambique",1997,-9999,-9999
"Mozambique",1998,-9999,-9999
"Mozambique",1999,-9999,-9999
"Mozambique",2000,-9999,-9999
"Mozambique",2001,-9999,-9999
"Mozambique",2002,-9999,-9999
"Mozambique",2003,-9999,-9999
"Mozambique",2004,-9999,-9999
"Mozambique",2005,-9999,-9999
"Mozambique",2006,-9999,-9999
"Mozambique",2007,-9999,-9999
"Mozambique",2008,-9999,-9999
"Mozambique",2009,-9999,-9999
"Myanmar",1990,-9999,-9999
"Myanmar",1995,-9999,-9999
"Myanmar",1996,-9999,-9999
"Myanmar",1997,-9999,-9999
"Myanmar",1998,-9999,-9999
"Myanmar",1999,-9999,-9999
"Myanmar",2000,-9999,-9999
"Myanmar",2001,-9999,-9999
"Myanmar",2002,-9999,-9999
"Myanmar",2003,-9999,-9999
"Myanmar",2004,-9999,-9999
"Myanmar",2005,-9999,-9999
"Myanmar",2006,-9999,-9999
"Myanmar",2007,-9999,-9999
"Myanmar",2008,-9999,-9999
"Myanmar",2009,-9999,-9999
"Namibia",1990,-9999,-9999
"Namibia",1995,-9999,-9999
"Namibia",1996,-9999,-9999
"Namibia",1997,-9999,-9999
"Namibia",1998,-9999,-9999
"Namibia",1999,-9999,-9999
"Namibia",2000,-9999,-9999
"Namibia",2001,-9999,-9999
"Namibia",2002,-9999,-9999
"Namibia",2003,-9999,-9999
"Namibia",2004,-9999,-9999
"Namibia",2005,-9999,-9999
"Namibia",2006,-9999,-9999
"Namibia",2007,-9999,-9999
"Namibia",2008,-9999,-9999
"Namibia",2009,-9999,-9999
"Nauru",1990,-9999,-9999
"Nauru",1995,-9999,-9999
"Nauru",1996,-9999,-9999
"Nauru",1997,-9999,-9999
"Nauru",1998,-9999,-9999
"Nauru",1999,-9999,-9999
"Nauru",2000,-9999,-9999
"Nauru",2001,-9999,-9999
"Nauru",2002,-9999,-9999
"Nauru",2003,-9999,-9999
"Nauru",2004,-9999,-9999
"Nauru",2005,-9999,-9999
"Nauru",2006,-9999,-9999
"Nauru",2007,-9999,-9999
"Nauru",2008,-9999,-9999
"Nauru",2009,-9999,-9999
"Nepal",1990,-9999,-9999
"Nepal",1995,-9999,-9999
"Nepal",1996,-9999,-9999
"Nepal",1997,-9999,-9999
"Nepal",1998,-9999,-9999
"Nepal",1999,-9999,-9999
"Nepal",2000,-9999,-9999
"Nepal",2001,-9999,-9999
"Nepal",2002,-9999,-9999
"Nepal",2003,-9999,-9999
"Nepal",2004,-9999,-9999
"Nepal",2005,-9999,-9999
"Nepal",2006,-9999,-9999
"Nepal",2007,-9999,-9999
"Nepal",2008,-9999,-9999
"Nepal",2009,-9999,-9999
"Netherlands",1990,94,96
"Netherlands",1995,97,97
"Netherlands",1996,97,97
"Netherlands",1997,98,98
"Netherlands",1998,98,98
"Netherlands",1999,98,98
"Netherlands",2000,98,98
"Netherlands",2001,98,98
"Netherlands",2002,99,99
"Netherlands",2003,99,99
"Netherlands",2004,99,99
"Netherlands",2005,99,99
"Netherlands",2006,99,99
"Netherlands",2007,99,99
"Netherlands",2008,99,99
"Netherlands",2009,99,99
"Netherlands Antilles",1990,-9999,-9999
"Netherlands Antilles",1995,-9999,-9999
"Netherlands Antilles",1996,-9999,-9999
"Netherlands Antilles",1997,-9999,-9999
"Netherlands Antilles",1998,-9999,-9999
"Netherlands Antilles",1999,-9999,-9999
"Netherlands Antilles",2000,-9999,-9999
"Netherlands Antilles",2001,-9999,-9999
"Netherlands Antilles",2002,-9999,-9999
"Netherlands Antilles",2003,-9999,-9999
"Netherlands Antilles",2004,-9999,-9999
"Netherlands Antilles",2005,-9999,-9999
"Netherlands Antilles",2006,-9999,-9999
"Netherlands Antilles",2007,-9999,-9999
"Netherlands Antilles",2008,-9999,-9999
"Netherlands Antilles",2009,-9999,-9999
"New Caledonia",1990,-9999,-9999
"New Caledonia",1995,-9999,-9999
"New Caledonia",1996,-9999,-9999
"New Caledonia",1997,-9999,-9999
"New Caledonia",1998,-9999,-9999
"New Caledonia",1999,-9999,-9999
"New Caledonia",2000,-9999,-9999
"New Caledonia",2001,-9999,-9999
"New Caledonia",2002,-9999,-9999
"New Caledonia",2003,-9999,-9999
"New Caledonia",2004,-9999,-9999
"New Caledonia",2005,-9999,-9999
"New Caledonia",2006,-9999,-9999
"New Caledonia",2007,-9999,-9999
"New Caledonia",2008,-9999,-9999
"New Caledonia",2009,-9999,-9999
"New Zealand",1990,-8888,80
"New Zealand",1995,-8888,80
"New Zealand",1996,-9999,-9999
"New Zealand",1997,-9999,-9999
"New Zealand",1998,-9999,-9999
"New Zealand",1999,80,80
"New Zealand",2000,-9999,-9999
"New Zealand",2001,-9999,-9999
"New Zealand",2002,-9999,-9999
"New Zealand",2003,-9999,-9999
"New Zealand",2004,-9999,-9999
"New Zealand",2005,-9999,-9999
"New Zealand",2006,-9999,-9999
"New Zealand",2007,-9999,-9999
"New Zealand",2008,-9999,-9999
"New Zealand",2009,-9999,-9999
"Nicaragua",1990,-9999,-9999
"Nicaragua",1995,-9999,-9999
"Nicaragua",1996,-9999,-9999
"Nicaragua",1997,-9999,-9999
"Nicaragua",1998,-9999,-9999
"Nicaragua",1999,-9999,-9999
"Nicaragua",2000,-9999,-9999
"Nicaragua",2001,-9999,-9999
"Nicaragua",2002,-9999,-9999
"Nicaragua",2003,-9999,-9999
"Nicaragua",2004,-9999,-9999
"Nicaragua",2005,-9999,-9999
"Nicaragua",2006,-9999,-9999
"Nicaragua",2007,-9999,-9999
"Nicaragua",2008,-9999,-9999
"Nicaragua",2009,-9999,-9999
"Niger",1990,-9999,-9999
"Niger",1995,-9999,-9999
"Niger",1996,-9999,-9999
"Niger",1997,-9999,-9999
"Niger",1998,-9999,-9999
"Niger",1999,-9999,-9999
"Niger",2000,-9999,-9999
"Niger",2001,-9999,-9999
"Niger",2002,-9999,-9999
"Niger",2003,-9999,-9999
"Niger",2004,-9999,-9999
"Niger",2005,-9999,-9999
"Niger",2006,-9999,-9999
"Niger",2007,-9999,-9999
"Niger",2008,-9999,-9999
"Niger",2009,-9999,-9999
"Nigeria",1990,-9999,-9999
"Nigeria",1995,-9999,-9999
"Nigeria",1996,-9999,-9999
"Nigeria",1997,-9999,-9999
"Nigeria",1998,-9999,-9999
"Nigeria",1999,-9999,-9999
"Nigeria",2000,-9999,-9999
"Nigeria",2001,-9999,-9999
"Nigeria",2002,-9999,-9999
"Nigeria",2003,-9999,-9999
"Nigeria",2004,-9999,-9999
"Nigeria",2005,-9999,-9999
"Nigeria",2006,-9999,-9999
"Nigeria",2007,-9999,-9999
"Nigeria",2008,-9999,-9999
"Nigeria",2009,-9999,-9999
"Niue",1990,-9999,-9999
"Niue",1995,-9999,-9999
"Niue",1996,-9999,-9999
"Niue",1997,-9999,-9999
"Niue",1998,-9999,-9999
"Niue",1999,-9999,-9999
"Niue",2000,-9999,-9999
"Niue",2001,-9999,-9999
"Niue",2002,-9999,-9999
"Niue",2003,-9999,-9999
"Niue",2004,-9999,-9999
"Niue",2005,-9999,-9999
"Niue",2006,-9999,-9999
"Niue",2007,-9999,-9999
"Niue",2008,-9999,-9999
"Niue",2009,-9999,-9999
"Norfolk Island",1990,-9999,-9999
"Norfolk Island",1995,-9999,-9999
"Norfolk Island",1996,-9999,-9999
"Norfolk Island",1997,-9999,-9999
"Norfolk Island",1998,-9999,-9999
"Norfolk Island",1999,-9999,-9999
